created_at,full_text,username
Mon Feb 12 23:34:24 +0000 2024,@alextham878 Kalo Anies gagal mendingan kita support Ganjar deh dari pada yang 02 https://t.co/HLRhVoKwBa,windrawir
Mon Feb 12 23:34:09 +0000 2024,Ganjar - Mahfud membangun semangat solidaritas di antara pendukungnya untuk mengawal proses demokrasi di TPS. Kesejahteraan berkali lipat Indonesia Hebat ! @haloohaaaaaaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/43ulomfY2c,aurafelicia9
Mon Feb 12 23:33:56 +0000 2024,Bersama Ganjar-Mahfud Indonesia menjadi lebih ramah dan inklusif bagi semua @ian8118 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/1SWkEOfkYx,mhmdgunaawan
Mon Feb 12 23:33:55 +0000 2024,@tempodotco Ya udah lah kalau Anies kalah yuk kita dukung Ganjar aja daripada yang 02 https://t.co/uEBGhwNn0F,windrawir
Mon Feb 12 23:33:42 +0000 2024,@KompasTV Pertemuan Jokowi dan Bu Mega akan terjadi jika pak Ganjar dilantik.. Kalau Ganjar kalah dipastikan pak lurah sampai akhir hayat gak akan pernah ktmu Bu Mega.. ,abinya_nazifa
Mon Feb 12 23:33:36 +0000 2024,@WagimanDeep212_ wong ........ kwi bebaaaaas wong ...... kwi bebaasss ,WongeG1man
Mon Feb 12 23:33:28 +0000 2024,Anjir bisa-bisanya mimpiin pak ganjar jadi dosen kelas gue terus anehnya pak tom lembong jadi asdosnya ,vmoonchld
Mon Feb 12 23:33:25 +0000 2024,@_devalo Tp kalo sekelas mutiara dan alam ganjar mau terjun ke politik itu wajar dan justru keren bgt. Dan smw org memaklumi krn dilihat keinteltualitasan mrk dan kredibilis mrk yg mumpuni di dunia politik. Gue malah menantikan hal tsb jd nyata. Klo yg ono kan bpknya bilang anak2nya gamau,txtdarinandhito
Mon Feb 12 23:33:16 +0000 2024,Mari wujudkan perubahan bersama Ganjar Pranowo dan Prof Mahfud . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @based_fellas #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/zfmLYN4ClP,putraa_fauzi
Mon Feb 12 23:33:15 +0000 2024,@kumparan Marilahh sama kita runtuhkan dinasti ini. AMIN kan. Jika belum lanjut bisa Ganjar kan ! https://t.co/k2H8z8CFbZ,AzizahAqila__
Mon Feb 12 23:33:15 +0000 2024,Mas Ganjar menghadirkan harapan baru dengan visinya yang jelas tentang keadilan sosial dan ekonomi bagi seluruh rakyat Indonesia. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @daffanaaaaaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/VhrQELRNEf,PramanaErikk
Mon Feb 12 23:33:13 +0000 2024,@alextham878 Wah kalo Anies kalah mendingan kita dukung Ganjar deh daripada yang 02 https://t.co/DUXyO1EPyL,SheillaShi94299
Mon Feb 12 23:33:11 +0000 2024,Ganjar dan Pak Mahfud menegaskan pentingnya menjaga keabsahan suara rakyat dalam pemilu . Ganjar Pranowo terbukti mensejahterakan @dozyong #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/cIr6YRg3C3,nurhendiahmad
Mon Feb 12 23:32:56 +0000 2024,@ganjarpranowo Bersama Ganjar Mahfud anak muda Indonesia akan semakin terdepan.,ponipolem
Mon Feb 12 23:32:35 +0000 2024,@ganjarpranowo Saya langsung terMotivasi sama pak Ganjar yang tadi nya leha leha menunda nunda sekarang jadi suka yg Sat set,chlarmer
Mon Feb 12 23:32:33 +0000 2024,@kumparan jangan kayak mereka dah pemimpin kita. parah banget. pak anies ajaa yuk. atau ke pak ganjar kalo kalah AMIN. https://t.co/gIopm1FNYp,antikashinta_
Mon Feb 12 23:32:20 +0000 2024,@tempodotco jika Anies kalah namun dengan dukungan untuk Ganjar kita bisa memperkuat partisipasi masyarakat dalam pembangunan https://t.co/KAP0793kzE,SheillaShi94299
Mon Feb 12 23:32:16 +0000 2024,@ganjarpranowo Sangat lah terinspirasi sekali aku karna kebaikan pak Ganjar,ClarkeGilang
Mon Feb 12 23:32:14 +0000 2024,@anaqinya @meillasoux Apalagii jadi cawapres ganjaruntunglah ga jadi,NamakuFhee
Mon Feb 12 23:32:01 +0000 2024,Bawaslu Malang Amankan Emak-emak Diduga Pendukung Ganjar-Mahfud https://t.co/KZ9b4poPmQ,OposisiCerdas
Mon Feb 12 23:31:53 +0000 2024,@xinmnie Takut dikira nyontek sama salah satu programnya Ganjar yang TERBUKTI SUDAH BERHASIL mungkin. ,kuwunyit
Mon Feb 12 23:31:49 +0000 2024,Ganjar-Mahfud selalu menyuarakan keadilan nggak heran kalau kesetaraan jadi fokus mereka @funjoy_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/NsoZdk4H1F,dickydams
