created_at,full_text,username
Tue Feb 13 23:55:57 +0000 2024,dapet serangan fajar ️ ngasih serangan fajar ️ mah jangan pilih Prabowo pilih nomor 1! nomor 1 mah ,ariettymimi
Tue Feb 13 23:55:53 +0000 2024,@peletsindik @Alie_Fahnoor Karena bagimu seputih apapun Prabowo tetap akan kau nilai Hitam. Dan sehitam apapun DenBokep Ganjar tetap akan kau nilai putih. Karena system nilai yg kamu anut dan semua penghuni kandangmu bertentangan dengan Hukum Alam Semesta. Jadi kamu sudah berkata sesuai kapasitasmu.,OppungTp
Tue Feb 13 23:55:47 +0000 2024,@qiu_leste @maishajuly @Hendros02 @Alexemeru @FDonghun @fais21804461 @mas_veel @are_inismyname @florieliciouss bnyk yg pilih prabowo krn alasan KASIHAN tp sejatinya yg milih prabowo Xan org yg TEGA TEGA membiarkan org tua yg sdh sepuh dn punya masalah kesehatan utk memimpin negara dgn beban yg semakin berat TEGA menyuruh org tua yg utk jln aj terkadang hrs dpapah utk joget2 KALIAN TEGA!,Wahhh33212932
Tue Feb 13 23:55:44 +0000 2024,@kopajaavatar Kamu ngomong begitu karena tahu Prabowo sulit kalah serendah rendahnya putaran satu prabowo dapat 45% 5% diputaran ke dua bukanlah hal yang banyak.,hampersrol
Tue Feb 13 23:55:13 +0000 2024,Anjrit aku kan jadi saksi yak trs denger tetanggaku ngomong ke temennya yang saksi timnas katanya lo tuh ga diajak Aku tetap prabowo FAKLAH MENDING GUE YANG JADI SAKSI TIMNAS AMIN!,sayachimy
Tue Feb 13 23:55:12 +0000 2024,Jangan lupa datang dan pilih prabowi gibran untuk masa depan kita @prabowo @gibran_tweet #02JariUngu https://t.co/uqD3HS5Z9a,niiritta35
Tue Feb 13 23:55:12 +0000 2024,Mari kita satukan tekad salam dua jari satu putaran gas pol @prabowo #02JariUngu https://t.co/PA5qqpuaEn,apwghvumrhz5g
Tue Feb 13 23:55:08 +0000 2024,bismillah menyala bapakkuhhhh @prabowo @gibran_tweet,skaskaskiii
Tue Feb 13 23:55:00 +0000 2024,jangan lupa untuk gunakan hak suara kalian hari ini pilih @prabowo @gibran_tweet untuk Indonesia maju️ #02JariUngu https://t.co/zntUT9N2sf,cl3aning_
Tue Feb 13 23:55:00 +0000 2024,jangan lupa hari ini datengnya ya buat nyoblos @prabowo @gibran_tweet insyaallah jadi pemenangnya #02JariUngu https://t.co/2o5qZR0hys,a_cylaaa
